insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare,price_tree,batch,id
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 05:50:00,2019-04-18 08:55:00,AVE,68.95,Preferente,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 06:30:00,2019-04-18 09:20:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 07:00:00,2019-04-18 09:30:00,AVE,106.75,Turista Plus,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 07:30:00,2019-04-18 10:40:00,AVE,90.5,Turista Plus,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 08:00:00,2019-04-18 10:30:00,AVE,88.95,Turista,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 08:30:00,2019-04-18 11:15:00,AVE,107.7,Turista,Flexible,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 09:30:00,2019-04-18 12:34:00,AVE,107.7,Turista,Flexible,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 10:30:00,2019-04-18 13:15:00,AVE,102.15,Turista Plus,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 11:30:00,2019-04-18 14:40:00,AVE,102.15,Turista Plus,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 12:30:00,2019-04-18 15:30:00,AVE,107.7,Turista,Flexible,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 13:25:00,2019-04-18 16:24:00,AVE-TGV,107.7,Turista,Flexible,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 14:00:00,2019-04-18 16:30:00,AVE,100.4,Turista,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 14:30:00,2019-04-18 17:21:00,AVE,107.7,Turista,Flexible,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 15:30:00,2019-04-18 18:40:00,AVE,,Preferente,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 16:30:00,2019-04-18 19:15:00,AVE,102.15,Turista Plus,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 17:30:00,2019-04-18 20:40:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 18:30:00,2019-04-18 21:20:00,AVE,90.5,Turista Plus,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 19:00:00,2019-04-18 21:30:00,AVE,115.65,Preferente,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 19:30:00,2019-04-18 22:40:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 20:30:00,2019-04-18 23:40:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:49:46,MADRID,BARCELONA,2019-04-18 21:25:00,2019-04-18 23:55:00,AVE,,,,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 06:20:00,2019-05-18 09:29:00,AVE,66.75,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 07:30:00,2019-05-18 10:40:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 08:30:00,2019-05-18 11:15:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 09:30:00,2019-05-18 12:34:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 10:30:00,2019-05-18 13:15:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 11:30:00,2019-05-18 14:40:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 12:30:00,2019-05-18 15:30:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 13:25:00,2019-05-18 16:24:00,AVE-TGV,75.4,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 15:30:00,2019-05-18 18:40:00,AVE,86.8,Preferente,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 16:30:00,2019-05-18 19:15:00,AVE,80.15,Turista Plus,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 17:30:00,2019-05-18 20:40:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 18:30:00,2019-05-18 21:20:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 19:30:00,2019-05-18 22:40:00,AVE,49.15,Turista Plus,Promo,,,
2019-04-11 21:49:48,MADRID,BARCELONA,2019-05-18 20:30:00,2019-05-18 23:40:00,AVE,69.8,Turista Plus,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 06:10:00,2019-05-22 08:40:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 06:30:00,2019-05-22 09:20:00,AVE,40.95,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 07:00:00,2019-05-22 09:30:00,AVE,94.55,Turista Plus,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 07:15:00,2019-05-22 16:37:00,R. EXPRES,43.25,Turista,Adulto ida,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 07:20:00,2019-05-22 09:50:00,AVE,100.4,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 07:30:00,2019-05-22 10:40:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 08:00:00,2019-05-22 10:30:00,AVE,100.4,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 08:20:00,2019-05-22 11:05:00,AVE,40.95,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 08:30:00,2019-05-22 11:15:00,AVE,75.4,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 09:00:00,2019-05-22 11:45:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 09:30:00,2019-05-22 12:34:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 10:30:00,2019-05-22 13:15:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 11:30:00,2019-05-22 14:40:00,AVE,85.1,Turista,Promo,,,
2019-04-11 21:50:04,MADRID,BARCELONA,2019-05-22 12:30:00,2019-05-22 15:30:00,AVE,90.5,Turista Plus,Promo,,,
